,0
47,"😍😍SPRING FASHION WEEK 🚨 Up to 80% Off🏃‍♀️🏃‍♀️💨💨

⭐️LINK IN BIO TO SHOP⭐️
Note: if the link in bio is not working, comment SEND LINK and I will send the link directly to you

JOIN TELEGRAM TO GET MORE DEALS TO YOU!
To find the item:
👉🏼Go to the link in my bio + COMMENT
savingwithmandi or type into your browser https://campsite.bio/savingwithmandi (https://campsite.bio/savingwithmandi)
👉🏼Click on the deal to get to it
👉🏼Join telegram and Facebook for more deals
👉🏼Links are affiliated - AD

#clearance #onlinedeals #hotsteals #couponcommunity #clearancefinds #glitchmas #clearancefind #clearancefinds #rundeal
#hotdeal #walmart #deals #target #clearancedeals #targetclearance #macys #nordstrom #nordstromrack #kohls #sephora #sephoradeals #ulta #ultadeals #fentybeauty
#UnitedStates #DealsOfTheDay #DealsForYou"
48,"NYE glam using only luxury high end makeup ✨

If you like my lashes & want a pair, go to velourbeautyofficial and use affiliate code “JESS20” to save 20% 🤑

• Eyeshadow primer - maccosmeticscanada paint pot 
• Eyeshadow - natashadenona love palette 
• Primer - tatcha the liquid silk canvas featherweight protective primer 
• Foundation - charlottetilbury airbrush flawless foundation 
• Concealer - natashadenona transfix matte concealer 
• Contour - marcjacobsbeauty accomplice concealer 
• Powder - charlottetilbury airbrush flawless finish setting powder 
• Brows - benefitcanada microfilling brow pen 
• Brow gel - iconic.london brow silk 
• Bronzer - marcjacobsbeauty o!mega bronze
• Blush - patmcgrathreal skin fetish: divine blush duo 
• Highlighter - natashadenona blush & glow duo
• Water / tight liner - narsissist velvet liner 
• Lid liner - onesize point made waterproof liquid eyeliner pen 
• Mascara - lancomeofficial monsieur big 
• Lashes - velourbeautyofficial vegan luxe lashes in “run the world” *
• Lip liner - charlottetilbury lip cheat lip liner 
• Lip stick - patmcgrathreal mattetrance lipstick 
• Lip gloss - patmcgrathreal lust lip gloss 
• Setting spray - charlottetilbury air brush flawless setting spray 

All products marked (*) were kindly gifted

Some products used in this look are not considered “luxury”. I do not have a full face of luxury high end makeup, so for certain steps, I used my most expensive product in lieu of a luxury one ✨

#allluxurymakeup #onlyluxurymakeup #holidaymakeup #holidayglam #newyearseveglam #newyearsevemakeup #nyeglam #nyemakeup #smokyeye #glitteryeyeshadow #shimmereyeshadow #silvereyeshadow #maccosmetics #natashadenona #tatcha #charlottetilbury #marcjacobs #marcjacobsbeauty #benefitcosmetics #ioniclondon #patmcgrath #patmcgrathlabs #nars #narsissist #onesize #lancome #lancôme #velourbeauty #veloursociety #sephora"
49,"#UrbanDecayxSmiley 🙂 Now Available!! ⁣
⁣
🙂Chill Happy ⁣
🙂Mucho Happy ⁣
⁣
on UD website & #sephora website ⁣
⁣
Gifted Thank you urbandecaycosmetics ⁣
⁣
#urbandecay x #smiley #Eyeshadow #makeup #makeuptutorial #makeupoftheday #makeupoftheday #beauty #beautytips #beautyobsessed #beautyaddict #shoppingaddict"
50,therapy dupeeee 😋🛍️
51,"The dreamiest face to paint ☁️

Products ✨
Eyes-
kiehlsuki creamy eye treatment *
plouise_makeup_academy base 02
plouise_makeup_academy date night palette 
jordanaticiacosmetics ‘sliante base’ & sparkle
primalash_lashes ‘make a wish’ lash
Base-
bobbibrownuk face base*
elfcosmeticsuk power grip primer *
elfcosmetics luminous putty primer *
narsissist radiant longwear *
tartecosmetics shape tape *
narsissist orgasm liquid blush *
toofaced born this way concealer ‘toffee’ *
iconic.london glow drops *
jordanaticiacosmetics ‘marshmallow’ powder 
toofaced matte chocolate bronzer*
__dollbeauty_ ‘take me@to the peach’ blush*
__dollbeauty_ ‘shine bright’ highlighter *
Lips & brows-
__dollbeauty_ ‘dream on’ lip liner*
__dollbeauty_ ‘golden girl’ lipstick *
kikomilano 04 hydragloss *
nyxcosmetics ‘ash brown’ micro brow pencil 

PURCHASE ANY PRODUCTS MARKED WITH * lookfantastic using code LFTFGLAMBYCARA
Or sephorauk ‘CARADSPH’ 💕 (exclusions apply)

#teamfantastic #lookfantastic #sephora #glam #fluffylashes #glowingmakeup #skinlikeglass #glassskin #makeupgoals #makeuponpoint #glowing #glowup #makeuptutorial #makeupinspiration #goldenglam #goldenmakeup #sparklemakeup #muasupport #muagoals #discount_code #discountcode #makeupoftheday #makeupdolls #makeupartistsworldwide #makeupworld #makeupguru #makeupblog #undiscovered_muas #undiscoveredmakeupartist #makeuphits"
52,"New makeupforever & sephorasg 
#hdskinmattevelvetcompact 
#hdskinmattevelvetpowderfoundation 
#sephora 
Xoxo
Gossipgirl 
I know you lov❤️💋Me"
53,"gucci guccibeauty sephorapolska 

#boy #polishboy #instaboy #instagood #instadaily #poland #photo #photography #instaphoto #photooftheday #new #shopping #luxury #luxurylifestyle #fragrance #gucci #guccibloom #bloom #sephora #likeforlikes #like4likes #likeforlikeback #like4likeback #instalike #instalikes #likeme #liketime #like #l4l #likeforlike"
54,"My Friday Shelfie 🫠 Have a lovely weekend lovelies 😘 

Skincare beauty Blogger instabeauty glowing skin pmskincare amskincare glowingskin cultbeauty SPF50 essence olehenriksen tatcha imageskincare sephora 

#glowingskin #bblogger #skincareshelfie #skincarejunkie #skincareblogger #beautyregimen #skincareilove #moisturizer #vitamincserum #svrlaboratoires #tatchaskincare #oleglow #sunscreen #sephora #sephorauk"
55,"[LINK IN BIO] In an exciting new partnership with Sephora Canada, skincare brand Paula’s Choice will be launching in-store and online starting next month.⁠
⁠
It’s true besties, Canadians will soon be able to get their hands on some of the best Paula’s Choice skincare goodies as of March 1.⁠
⁠
You’ve most likely seen their products on TikTok and other social media platforms so you definitely understand the hype.⁠
⁠
As part of a new partnership with Sephora Canada, the skincare brand is bringing six of its best-selling products.⁠
⁠
Click the link in curiocitycalgary's bio for the full line up & more information! 🧖 ⁠
⁠
Photo via paulaschoice⁠
⁠
#curiocitycalgary #yyc #alberta #canada #skincare #paulaschoice #sephora"
56,"February favorites! What an awesome group I love all four of these products. Check out my previous posts to read about why each of those lovelies made it into my favorites category.💄😍♥️🎉🥰⭐️💅
#februaryfavorites #makeupfavorites #makeupcollection #makeuplife #makeupflatlay #patrickta #eyeshadowpalette #makeupporn #makeuppalette #hair #hairproducts #kerastase #onesizebeauty #nails #opinails #nailpolish #sephora #nailfanatic #beautyproducts"
57,"Okay ladies here is another lip combo for you!!! I’ve linked it on story sephorauk 
———
Lip liner hudabeauty sephorauk  shade warm brown.. this lip liner is an absolute mast have!!!! ✅✅💋💯🙋🏻‍♀️
———
Liquid lipstick hudabeauty sephorauk shade wifey… okay so this shade is a nude & depending on the lighting will vary in shade but again an absolute must have!!! So glad i tried this combo ✅❤️💋🫶
———
#mua #makeupartist #makeuplook #lipcombo #sephora #huda #hudabeauty"
58,"Kirsty all glammed up for the rocky horror dress up 

Key products 
xobeautyshop lipstick in Redamancy 
blushingrosecosmetics pigment in lunar 
milanicosmetics_nz blush in luminoso
inglot_australia black gel eyeliner 

_________________________#mymakeuppaige #blushingrosecosmetics 
#xobeauty #makeup #dunedinnz #makeupartistnz #dunedinmakeupartist #shaaanxo #plouise  #ballmakeup #benefitcosmetics #fullglam #morphebrushes #morphe  #sephora #muotd #mua #charlottetilburymakeup #milanicosmetics  #beautyatfarmers #makeuplooks #meccabeauty #myfarmersnz #mymercier"
59,"✨ guccibeauty ✨

✨ Are you more into cool or warm tone blushes? Pink or peach? I tend to wear more pink in the winter and peach in the summer but I also love tapping my brush between a warm and a cool for the perfect neutral. These together make the perfect blend. 

✨ Gucci Luminous Matte Blush in Shades 03 Radiant Pink & 02 Tender Apricot
.
.
.
#guccibeauty #gucci #blush #pink #peach #pinkblush #peachblush #makeup #beauty #luxury #luxurybeauty #luxuryaesthetic #ａｅｓｔｈｅｔｉｃ #sephora #aesthetic #pinkaesthetic #peachaesthetic #discoverunder20k"
60,"Neutral & glowy, two of my favourite things 💫

• Eyeshadow primer - plouise_makeup_academy base
• Eyeshadow - lauraleelosangeles nudie patootie
• Primer - milkmakeup hydro grip 
• Foundation - fentybeauty pro filt’r hydrating longwear foundation 
• Concealer - sephoracollection best skin ever
• Contour - wetnwildbeauty megaglo contour 
• Powder - lauramercier translucent loose setting powder 
• Brows - elfcosmetics instant lift brow pencil 
• Brow gel - kosas air brow clear lifting treatment gel 
• Bronzer - physiciansformula butter bronzer 
• Blush - rarebeauty soft pinch liquid blush
• Highlighter - saiebeauty glowy super gel lightweight dewy highlighter 
• Water / tight liner - narsissist velvet liner 
• Mascara - benefitcanada bad gal bang
• Lashes - ionicosmetics_ 3d faux mink lashes in “take me to paris”
• Lip liner - uomabeauty badass matte lip liner 
• Lip stick - revloncanada super lustrous lipstick 
• Lip gloss - fentybeauty gloss bomb
• Setting spray - dominiquecosmetics x jadeywadey180 ultra hydrating fine mist

#neutralmakeup #glowy #glowymakeup #plouise #lauraleelosangeles #milkmakeup #fentybeauty #sephoracollection #wetnwildbeauty #lauramercier #elfcosmetics #kosas #physiciansformula #rarebeauty #saiebeauty #nars #narsissist #benefitcosmetics #ionicosmetics #uomabeauty #revlon #dominiquecosmetics #dominiquecosmeticsxjadeywadey180 #sephora #shoppersbeauty"
61,"1 or 2? ✨
!
Credit: murielle 

 
.
.
.

.
.

-
Follow flawwlessdolls 💗
Follow flawwlessdolls 💗
- 
-
Follow flawwlessdolls for daily beauty videos.

#toofaced #anastasiabeverlyhills #norvina  #smashbox #wakeupandmakeup #blazin_beauties #shophudabeauty #maccosmetics #morphebabe #fentybeauty #sigmabeauty
#rarebeauty #rethinknatural #arteskin  #tartecosmetic #nyxprofessionalmakeup

#makeup #makeuptutorial #makeupartist #makeupaddict #kyliecosmetics #elf #sephora #colourpopme #mua #tiktokmakeup #tiktok #fashion #foxyeyes #flawwlessdolls"
62,"KIKO Setting powder 🔥Promotion 8 Mars Fête des femmes 💎 KIKO
Prix 160DH
🚚 التوصيل في جميع أنحاء المملكة. 
.
.
كتقلبي على منتجات التجميل و الاعتناء بالبشرة⁉️ 🔜تابعي الصفحة الجديدة ديالنا غيكون فيها مختلف منتوجات التجميل لمركات فاخرة 🇪🇺Sephora,kiko,Nyx,Dior... 💄💅🌸
.
.
#nyxcosmetics #nyx #nyxprofessionalmakeup #peeling #kiko #kikomaroc #kikomilano #sephoragirls #sephora #sephoramaroc #diormakeup #Dior #theordinaryskincare #theordinaryoriginal #theordinarymaroc #maroc #marrakech #rabat #kenitra #témara #salé #casablanca #bouznika #tanger #tetouan #agadir #marrakech #fes #oujda #benimellal"
63,"hudabeauty👑👑hudabeautyshop sephoramiddleeast monakattan 🌹🌹 I was honored to be present at your 10-th anniversary at The Dubai Mall. I can say for sure you are the best and thank you for having me at your celebration. Many many years ahead with success and greatness ♥️

#hudabeauty #huda 
#sephora #sephoroduba# makeup # 
#makeupartist #makeup #makeuptutorial #dubaimall #dubai🇦🇪 #albania #kosovo #paris # france 
#makeuptransformation # makeupideas #makeuptutorialsxox"
64,We heard a rumor that these two products could be comparable…so we had to put them to the test! Swipe to see this mascaras side by side. What do you think?
65,"🚨 New Obsession Alert! 🚨

Kaja Beauty's new Jelly Charm is a game changer for all my fellow makeup lovers! 💄 

This versatile lip & blush stain is formulated with moisturizing ingredients for a jelly pop of color. The weightless skin-loving formula glides smoothly for a sheer and dewy finish, and helps to moisturize and protect, keeping the skin looking and feeling healthy. 

I personally prefer to use it as a lip stain as it gives that subtle sheer finish without any sticky feel. It has a unique cooling water-like sensation upon application that makes the whole experience so good. 

Plus, the compact and adorable packaging makes it perfect for on-the-go glam. Don't miss out on this must-have multi-tasker!

Shade names are as below:
▫️Cherry Spritz - Blue Red
▫️Squeeze Guava - Soft Plum Pink
▫️Berry Colada - Plum Mauve
▫️Fig Soda - Rosy Brown
▫️Peach Fizz - Nude Pink
▫️Mocha Glaze - Mocha Brown 

AD Info: Press Sample 

🏷️
kajabeauty sephora mbxtogether memebox_pick 
#MsNIMF #Memebox #MemeboxGlobal #MBXTogether #MBXAmbassador #KajaBeauty #KajaKuties #KajaSuperstars #JellyCharm"
66,"‏Makeup look 🔥👌🏻
‏Makeup  done by  omar_mua
‏‏
‏‎‏‎‏sephora
‏‎‏‎‏#Lancome #anstasia #spokane #tartecosmetics #tart #benefitcosmetics #stilacosmetics #hudabeauty #smashboxcosmetics #clinic #armani #cucci #esteelauder #sephora #hairstyles #tomford #makeup #modeling #urbandecay"
67,"A lil spotlight moment for this pretty blush from diorbeauty 🍑✨️. 
I really love this formula, the pink one is my fave, but i feel like i will be using this a lot in summer 🥰. 
Do you prefer pink or coral blushes?

🏷
#dioraddict #diormakeup #diorbeauty #dior #diorcosmetics #diorbackstage #diorblush #blush #coralblush #orangeblush #sephora #powderblush #projectpan #projectpancommunity #projectpanner #panningcommunity #panthatpalette #panning #panningmakeup #makeup #makeupuseup #makeupcollection #beautycommunity #makeuplover #makeupblog #beautyinfluencer #shopmystash #makeupflatlay #makeupinventory #makeupfavorites"
68,"Blue angel. 
•
martinecosmetics Fait du ski, Liner yeux de * - Orgasmic mascara 
•
karlacosmetics Crybaby LooseEyeshadows
•
makeuprevolutionfrance x illumin_arty kaleidoscopic palette. 
•

lhcosmetics lindahallberg Nougat lipstick 
•
nyxcosmetics_france Born To Glow, bare with me, bronzer… 
•
#bluemakeup #snowmakeup #winter #beautybay #sephora #makeupaddict #makeupartist #makeuplover #muasupport"
69,"24 hours of rich hydration for nourishing skin
Fast-absorbing, non-greasy
8 oz / 236ml Domestic
Red Currant. Almond Crème. Juicy Cranberry. Fragrance Style: Fruity Gourmand
Original 100% 🇺🇸
Price 11$ 
#online #onlinelebanon #bathandbodyworks #bathandbodyworkskuwait #delivery #lebanese #worldwidedelivery #bodymist #bathandbodyworkscandles #bathandbodyworksaddict
#benefit #lancamento #lancome #paulaschoice #rarebeauty #fentybeauty #sheglam #sephora #bathandbodyworks #bodyshop #valantine #sets #lauramercier #it #clinique #makeup #onlinelebanon #online #worldwidedelivery"
70,"▪️▫️…
#miniamlstreetstyle #styleblog #ministyle #sephora #fentybeauty #coffee #ist"
71,".full makeup by r.e.m.beauty ✨ obrigada pelo convite sephoraportugal 💘🪐 💥🚀.
.
.
MUA veronicapose.makeup 
📷 alessandra__martins 
.
.
#sephora #sephoraportugal #rem #rembeauty #arianagrande #makeup #makeuplover #makeuplook #makeupartist #barbarinha #beauty #beautyphotography #photography #photooftheday arianagrande"
