,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
2849,1640581692804190210,"LOLLAPALOZA, IU PALLATE, COLLAB w CRUSH, MAMA, GDA, NEWYEARS EVE, COLLAB w JCOLE, TTH&amp;TIB PLAYLISTING, YOUTUBE w JEJE, JAY PARK SHOW IN TV CHANEL, AND THE MAIN IS DISNEY+

kimak kali lah kau nih.. https://t.co/MVy41PA6X0",en,2023-03-28 05:08:50+00:00,2023-03-28 09:34:02.861311+00:00,1,8,0,0
2851,1640581645928472579,"🍿Chanel 
@PatriotsOnlyWesternConservative https://t.co/6wShLiFNCd",en,2023-03-28 05:08:39+00:00,2023-03-28 09:34:02.861311+00:00,0,0,2,0
2852,1640581637036539905,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:08:37+00:00,2023-03-28 09:34:02.861311+00:00,0,0,143,0
2853,1640581621727338498,RT @Jenniestanlovu2: another one (korean youtuber) doing Jennie chanel bandage look and hair https://t.co/nbkqjyBppa,en,2023-03-28 05:08:33+00:00,2023-03-28 09:34:02.861311+00:00,0,0,70,0
2854,1640581612944465924,@Sienna_Chanel_ Seee you at Supercard and DDT,en,2023-03-28 05:08:31+00:00,2023-03-28 09:34:02.861311+00:00,0,1,0,0
2858,1640581551611330561,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:08:17+00:00,2023-03-28 09:34:02.861311+00:00,0,0,385,0
2860,1640581535505207301,Chanel West Coast is leaving #Ridiculousness after 30 seasons; signs deal to executive produce &amp; star in her own unscripted series:  https://t.co/xPoN3t5czb https://t.co/muPP1ZZdMH,en,2023-03-28 05:08:13+00:00,2023-03-28 09:34:02.877005+00:00,1,11,1,0
2863,1640581490240274432,RT @anishariah: #Chanel Global Ambassador #KimGoeun experienced the art of making the Chanel Metiers d'Art collection in 2019 https://t.co/…,en,2023-03-28 05:08:02+00:00,2023-03-28 09:34:02.877005+00:00,0,0,22,0
2864,1640581476361318400,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 05:07:59+00:00,2023-03-28 09:34:02.877005+00:00,0,0,73,0
2870,1640581313790091266,"RT @pedjuang_basah: 🔐209
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 05:07:20+00:00,2023-03-28 09:34:02.877005+00:00,0,0,80,0
2871,1640581307355873280,@Tallulah_Chanel i love sandra oh 😁 https://t.co/YJfcZ1EodS,en,2023-03-28 05:07:18+00:00,2023-03-28 09:34:02.877005+00:00,1,2,0,0
2873,1640581209381281792,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:06:55+00:00,2023-03-28 09:34:02.877005+00:00,0,0,385,0
2881,1640581060336705536,RT @aiko_nsimba: Welcome to my Chanel’s Direct Congratulations 🍾🎈🎉🎊 post réalisation Production accès ticket 🎟️ click Follow 🏴‍☠️subscribe…,en,2023-03-28 05:06:19+00:00,2023-03-28 09:34:03.423743+00:00,0,0,1,0
2887,1640580957039366145,"RT @FashionEdits: Here's a #FunFact!

'Coco Chanel designed the signature “Chanel Suit” in the 1920s, and often wore it paired with a short…",en,2023-03-28 05:05:55+00:00,2023-03-28 09:34:03.423743+00:00,0,0,6,0
2888,1640580940677169152,"@zartajgulwazir https://t.co/qJbamRSwTM
Subscribe my youtube chanel",en,2023-03-28 05:05:51+00:00,2023-03-28 09:34:03.423743+00:00,0,0,0,0
2889,1640580901213020160,"@callmeMaharani @darkandbitter https://t.co/qJbamRSwTM
Subscribe my youtube chanel",en,2023-03-28 05:05:42+00:00,2023-03-28 09:34:03.423743+00:00,0,0,0,0
2890,1640580896129687554,RT @fentyyangx2: i think chanel should get renjun and yangyang as their brand ambassadors 😭 https://t.co/e3teNdTEPc,en,2023-03-28 05:05:40+00:00,2023-03-28 09:34:03.423743+00:00,0,0,36,0
2893,1640580836180525056,"CHANEL LOVE❤️❤️

https://t.co/LuDUVuyVo5

#CHANEL #シャネル #beauty #cosme #happy #beautiful #love",en,2023-03-28 05:05:26+00:00,2023-03-28 09:34:03.423743+00:00,0,0,0,0
2897,1640580741355700225,RT @anishariah: In 2020 #Chanel Global Ambassador #KimGoeun participated in Chanel J12 campaign #ItsAllAboutSeconds https://t.co/F4POUptVUL,en,2023-03-28 05:05:03+00:00,2023-03-28 09:34:03.439365+00:00,0,0,12,0
2905,1640580570945323009,"RT @chartdata: Billboard Hot 100: #87(new) Coco Chanel, @eladiocarry_on &amp; @sanbenito.",en,2023-03-28 05:04:23+00:00,2023-03-28 09:34:03.439365+00:00,0,0,24,0
2906,1640580561638133761,RT @anishariah: #Chanel Global Ambassador #KimGoeun experienced the art of making the Chanel Metiers d'Art collection in 2019 https://t.co/…,en,2023-03-28 05:04:21+00:00,2023-03-28 09:34:03.439365+00:00,0,0,22,0
2917,1640580353344811010,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:03:31+00:00,2023-03-28 09:34:03.454991+00:00,0,0,343,0
2922,1640580249921495040,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:03:06+00:00,2023-03-28 09:34:03.454991+00:00,0,0,143,0
2923,1640580249082789889,"Well.. CHANEL and now this?
My girl #KimGoEun is all about CLASS!
She slays!!
""Queen"" is never an empty word when it's Ggone. https://t.co/3C6ZdgziiI https://t.co/M0wkS4w7Ou",en,2023-03-28 05:03:06+00:00,2023-03-28 09:34:03.454991+00:00,0,11,2,0
2927,1640580218657337344,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:02:59+00:00,2023-03-28 09:34:03.454991+00:00,0,0,343,0
2930,1640580211841409024,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:02:57+00:00,2023-03-28 09:34:03.454991+00:00,0,0,1242,0
2932,1640580165813035009,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:02:46+00:00,2023-03-28 09:34:03.470611+00:00,0,0,143,0
2935,1640580060867629056,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 05:02:21+00:00,2023-03-28 09:34:03.470611+00:00,0,0,66,0
2938,1640580017515003909,"Have a look New YouTube Chanel...👇🏻
https://t.co/4JzHYPsel0
#gaming #YouTube #YouTuber #gamers #AnimeJapan2023 #support https://t.co/5CawPHUn1s",en,2023-03-28 05:02:11+00:00,2023-03-28 09:34:03.470611+00:00,1,2,0,0
2940,1640579976779948033,RT @spotyfrase: eladio carrion - bad bunny / coco chanel https://t.co/4Je197YQSV,en,2023-03-28 05:02:01+00:00,2023-03-28 09:34:03.470611+00:00,0,0,1840,0
2941,1640579944786042881,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 05:01:53+00:00,2023-03-28 09:34:03.470611+00:00,0,0,141,0
2944,1640579806919278592,"RT @cpjing8888: #KimGoEun, is one of the faces of Chanel J12 ""It's All About Seconds"" Campaign.

She will join Penelope Cruz, Margot Robbie…",en,2023-03-28 05:01:21+00:00,2023-03-28 09:34:03.470611+00:00,0,0,34,0
2945,1640579782722347010,RT @97girlie: #kimgoeun OH MY GODDD yasss my chanel girlies 🫶🏻 https://t.co/gw6nrgJkbB,en,2023-03-28 05:01:15+00:00,2023-03-28 09:34:03.470611+00:00,0,0,76,0
2946,1640579742704214017,"A girlfriend creative ... Chanel is like we
OUNASS_NOON_PROMO_NON_TOYOU_TO_Fordeal_HM_Bath_and_Body_H&amp;M
YOU_H_AND_M_OUNAS_COUPON_SIVVI_NAMSHI_CODE_ONAS_DISCOUNT_ONASS_
Prisoners until epic tales. https://t.co/VENEr4yYFG",en,2023-03-28 05:01:05+00:00,2023-03-28 09:34:03.470611+00:00,0,0,0,0
2948,1640579725234954241,RT @MadamLPurchase: Cher + Princess Pluto + Chanel vibes 🎀 https://t.co/Tm3SitYnFm,en,2023-03-28 05:01:01+00:00,2023-03-28 09:34:03.486218+00:00,0,0,15,0
2949,1640579705500995584,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:00:56+00:00,2023-03-28 09:34:03.486218+00:00,0,0,343,0
2950,1640579692104171520,"RT @anishariah: The unchanging beauty of actress #KimGoEun and #Chanel Watch #J12

https://t.co/foM9HAv4O0 https://t.co/EuLDCK0xOZ",en,2023-03-28 05:00:53+00:00,2023-03-28 09:34:03.486218+00:00,0,0,4,0
2955,1640579661074690050,Check out sale of Chanel 22P CC White Logo Cotton Cap in Black: https://t.co/wjzmkfqDK5,en,2023-03-28 05:00:46+00:00,2023-03-28 09:34:03.486218+00:00,0,0,0,0
2958,1640579606230224896,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 05:00:33+00:00,2023-03-28 09:34:03.486218+00:00,0,0,66,0
2959,1640579589935366144,Check out this listing I just added to my #Poshmark closet: Chanel CC Pearl brooch with crystal CCs on few pearls statement piece. https://t.co/rjQ8mfyD6R #shopmycloset @poshmarkapp,en,2023-03-28 05:00:29+00:00,2023-03-28 09:34:03.486218+00:00,0,0,0,0
2960,1640579587456524291,"RT @lyle0_0: #JENNIE's   Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea  🇰🇷 https://t.co/M6GmWKN0Vx",en,2023-03-28 05:00:28+00:00,2023-03-28 09:34:03.486218+00:00,0,0,37,0
2961,1640579582561771520,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:00:27+00:00,2023-03-28 09:34:03.486218+00:00,0,0,143,0
2964,1640579548654850050,RT @ChrisWilmshurst: My new video is now live over on my YouTube Chanel. I built the optimal no nonsense MacBook Pro desk setup with the he…,en,2023-03-28 05:00:19+00:00,2023-03-28 09:34:03.501865+00:00,0,0,3,0
2966,1640579543068180480,Check out this listing I just added to my #Poshmark closet: Chanel rose pink mini wallet card case caviar Quilted Zip Card Holder. https://t.co/fKPje1iUMi #shopmycloset @poshmarkapp,en,2023-03-28 05:00:18+00:00,2023-03-28 09:34:03.501865+00:00,0,0,0,0
2967,1640579530380435456,"RT @MonkeMMDao: DISCORD OPEN!!

The first 222 people will get the OG Role🍌

☑️Follow @MonkeMMDao 
♻️Retweet
🐵Tag 3 Friends

Send proofs in…",en,2023-03-28 05:00:15+00:00,2023-03-28 09:34:03.501865+00:00,0,0,129,0
2969,1640579390630182912,"‘Ridiculousness’ Co-Host Chanel West Coast Leaving MTV Clip Show After 30 Seasons, Inks Overall Deal With  Paramount (EXCLUSIVE) https://t.co/jCqR8sWO6q via @varietyuuvanbluh",en,2023-03-28 04:59:41+00:00,2023-03-28 09:34:03.501865+00:00,0,0,0,0
2971,1640579342651777025,"RT @FashionEdits: “In order to be irreplaceable one must always be different.”(coco chanel)
.
.
.
#Fashionedits #Michellew #classic #collec…",en,2023-03-28 04:59:30+00:00,2023-03-28 09:34:03.501865+00:00,0,0,3,0
2972,1640579295792750593,"RT @lishgoldy: Guys please stop with the it will bring drags thing🙄. Even Riss and Quan get drags. Go and ask Beyoncé and Jay Z, Rihanna An…",en,2023-03-28 04:59:19+00:00,2023-03-28 09:34:03.501865+00:00,0,0,23,0
2973,1640579272824745986,RT @saintdoII: alexa demie wearing a vivienne westwood silk satin corset from 1992 paired with vintage chanel jewelry https://t.co/VEnN76pu…,en,2023-03-28 04:59:13+00:00,2023-03-28 09:34:03.501865+00:00,0,0,3987,0
2975,1640579247101349888,CHANEL Diana Matelasse Chain Shoulder Bag Lamb leather sheep Beige Used Women CC https://t.co/EdKA3ay73i eBay https://t.co/zgWYcOy2JQ,en,2023-03-28 04:59:07+00:00,2023-03-28 09:34:03.501865+00:00,0,0,0,0
2976,1640579240738570244,CHANEL Valletta CC Mark Hologram Gold plating Platstick K30121157 [PD1] https://t.co/BRRaLruyUv eBay https://t.co/18oiTIw7mp,en,2023-03-28 04:59:06+00:00,2023-03-28 09:34:03.501865+00:00,0,0,0,0
2980,1640579133242589184,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:58:40+00:00,2023-03-28 09:34:04.048688+00:00,0,0,143,0
2983,1640579110518001664,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 04:58:35+00:00,2023-03-28 09:34:04.048688+00:00,0,0,1242,0
2988,1640579003978481664,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 04:58:09+00:00,2023-03-28 09:34:04.048688+00:00,0,0,141,0
2989,1640578982063255554,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:58:04+00:00,2023-03-28 09:34:04.048688+00:00,0,0,143,0
2990,1640578975021027328,“Days of Our Lives” Spoilers – March 28 Spoilers – Talia Comes Clean with Chanel; Paulina Attempts to Railroad Sloan; Sloan Keeps Tries to Help Eric’s Career https://t.co/2yF7WC5Z3O #DaysofOurLives #ChanelDuPree #PaulinaPrice,en,2023-03-28 04:58:02+00:00,2023-03-28 09:34:04.048688+00:00,0,0,0,0
2995,1640578839133949958,"RT @shilzzOnly: The unchanging beauty of actress Kim Go-eun and Chanel Watch J12

After being selected as one of the 7 iconic muses in the…",en,2023-03-28 04:57:30+00:00,2023-03-28 09:34:04.064297+00:00,0,0,30,0
2997,1640578808637186048,"RT @FerlinaUkhti: 🅾️036
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 04:57:23+00:00,2023-03-28 09:34:04.064297+00:00,0,0,105,0
3002,1640578621038370816,"Are you wearing the Chanel Boots?; Yeah, I am",en,2023-03-28 04:56:38+00:00,2023-03-28 09:34:04.064297+00:00,0,1,0,0
3004,1640578612209553410,Check out this listing I just added to my #Poshmark closet: Chanel Makeup Pouch. https://t.co/vF2zQ06bU4 #shopmycloset @poshmarkapp,en,2023-03-28 04:56:36+00:00,2023-03-28 09:34:04.064297+00:00,0,0,0,0
3005,1640578606446555137,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:56:34+00:00,2023-03-28 09:34:04.064297+00:00,0,0,143,0
3006,1640578566961364993,"Chanel. LV. Prada. Celine. 😊
So proud of you, Jumpol. 💚💚💚 https://t.co/YlgdTLRzY7",en,2023-03-28 04:56:25+00:00,2023-03-28 09:34:04.064297+00:00,0,0,0,0
3008,1640578545914363904,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:56:20+00:00,2023-03-28 09:34:04.079920+00:00,0,0,343,0
3009,1640578504298475520,RT @renjunthelight: renjun’s new chanel bracelet looks similar to one of these (still trying to find) but with a stud logo 😭 I hope he gets…,en,2023-03-28 04:56:10+00:00,2023-03-28 09:34:04.079920+00:00,0,0,87,0
3010,1640578500351631360,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:56:09+00:00,2023-03-28 09:34:04.079920+00:00,0,0,343,0
3013,1640578470047809537,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:56:02+00:00,2023-03-28 09:34:04.079920+00:00,0,0,343,0
3016,1640578362136469504,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:55:36+00:00,2023-03-28 09:34:04.079920+00:00,0,0,143,0
3018,1640578311159173120,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:55:24+00:00,2023-03-28 09:34:04.079920+00:00,0,0,343,0
3022,1640578270923202562,"RT @randyrahardiann: Part 3- Curpong (Curhat sambil nyepong) with @hisapkontolku_ 

Such a pro cocksucker!!!

Video is available on my chan…",en,2023-03-28 04:55:14+00:00,2023-03-28 09:34:04.079920+00:00,0,0,719,0
3024,1640578247208615937,@janerubyx sorry.. but i'm surprised jennie fans gave fucking 18M views to chanel 🤧🫶 because i just gave support and left 🤣,en,2023-03-28 04:55:09+00:00,2023-03-28 09:34:04.095542+00:00,0,4,0,0
3025,1640578236693245952,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 04:55:06+00:00,2023-03-28 09:34:04.095542+00:00,0,0,71,0
3026,1640578172805865473,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:54:51+00:00,2023-03-28 09:34:04.095542+00:00,0,0,343,0
3027,1640578130858610689,"RT @lyle0_0: #JENNIE's   Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea  🇰🇷 https://t.co/M6GmWKN0Vx",en,2023-03-28 04:54:41+00:00,2023-03-28 09:34:04.095542+00:00,0,0,37,0
3029,1640578059152809984,"RT @MekiLendirs: 🔐071
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 04:54:24+00:00,2023-03-28 09:34:04.095542+00:00,0,0,350,0
3030,1640578019973816321,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:54:15+00:00,2023-03-28 09:34:04.095542+00:00,0,0,343,0
3033,1640577965971865601,chanel really ate when she said to keep your face skin care products in the shower so it doesn’t feel like an extra routine,en,2023-03-28 04:54:02+00:00,2023-03-28 09:34:04.095542+00:00,0,1,0,0
3034,1640577951963185152,"RT @MekiLendirs: 🔐074
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 04:53:58+00:00,2023-03-28 09:34:04.095542+00:00,0,0,731,0
3035,1640577896472510464,"RT @MekiLendirs: 🔐079
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 04:53:45+00:00,2023-03-28 09:34:04.095542+00:00,0,0,124,0
3036,1640577895667220480,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:53:45+00:00,2023-03-28 09:34:04.095542+00:00,0,0,143,0
3038,1640577797310808065,"@HenritPraveen @robertsepehr @elonmusk This Chanel is much better than robertsepher but still draws unnecessary connections. This kind of stuff is fun to contemplate, but should of corse be taken with a large pinch of salt. Debunking these guys is a good exercise to test your ability to think critically",en,2023-03-28 04:53:21+00:00,2023-03-28 09:34:04.095542+00:00,0,0,0,0
3039,1640577795150708737,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:53:21+00:00,2023-03-28 09:34:04.095542+00:00,0,0,343,0
3040,1640577793288204289,"RT @redhotamber151: Imagine standing behind me on the escalator. So close to my perfect legs in these hot chanel nylon stockings, with my h…",en,2023-03-28 04:53:21+00:00,2023-03-28 09:34:04.095542+00:00,0,0,12,0
3041,1640577759826309120,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 04:53:13+00:00,2023-03-28 09:34:04.111164+00:00,0,0,343,0
3042,1640577751454236673,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:53:11+00:00,2023-03-28 09:34:04.111164+00:00,0,0,143,0
3043,1640577685973004288,"RT @andini_mal: 🅾️001
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 04:52:55+00:00,2023-03-28 09:34:04.111164+00:00,0,0,365,0
3049,1640577551092580352,RT @saintdoII: alexa demie wearing a vivienne westwood silk satin corset from 1992 paired with vintage chanel jewelry https://t.co/VEnN76pu…,en,2023-03-28 04:52:23+00:00,2023-03-28 09:34:04.111164+00:00,0,0,3987,0
3051,1640577514924920833,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 04:52:14+00:00,2023-03-28 09:34:04.111164+00:00,0,0,143,0
3052,1640577489813553153,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 04:52:08+00:00,2023-03-28 09:34:04.111164+00:00,0,0,1242,0
3056,1640577447111561216,"RT @GTroubleArtist: not sure about the “best” but it’s def the cultural reset: two toned mullet, chanel headband, LV pants, jentle home gla…",en,2023-03-28 04:51:58+00:00,2023-03-28 09:34:04.111164+00:00,0,0,117,0
